time,name,type,content,scoreXM,scoreSNOW,scoreAVG
05月06日10:03,龙头力哥孙,微博个人,今日看盘拉卡拉sz300773支付第一股，炒作的力度可以判断市场的情绪，这个可以作为市场情绪观察的一个方法。市场也许并未像大家想象的那么坏。trump的一个Twitter就能唬住这么多人，好股依然会是好股，垃圾股终究会回去。​,0.000104018,0.403618516,0.201861267
05月06日10:03,"作手老贾""",微博个人,trump如果不发这个Twitter市场今天就没事！​,0.894237355,0.229999599,0.562118477
05月06日10:01,北京股民陈,微博会员,trump的Twitter姗姗来迟，意料之中的事。​,0.850132103,0.507804384,0.678968244
05月06日10:00,"MR-厚""",微博普通,其实走极端走势，贸易突发trumpTwitter利空也只是助推剂，目的还是加快回调到支撑点位，结束调整！好公司股票有前途，辣鸡公司股票加速毁灭​,0.997752112,0.98083382,0.989292966
05月06日09:59,南京股侠1,微博个人,trump是疯子但够直爽，毫不九曲十八弯，直接破灭了我们对美国不切实际的幻想。那里不是漫威世界，没有正义英雄，有的是”兵不厌诈我王炸”的一代Twitter治国的商人，加压，获取优势，提振经济，连任。昨天巴菲特在股东大会上说：我们还没意识到最好的世界是中美都繁荣的世界。”振兴国防军工才是硬道理…​,0.999999999,1,1
05月06日09:58,"徐翔"" s",微博达人,2019年5月6日。trump总统Twitter宣布加税，股票市场巨震，rmb暴跌。加密市场里除了比特币之外的品种也反应迅速。比特币也被迫下跌。支撑带在5550--5460之间。只要不跌破5340，则涨势并未被破坏。胆大的交易者反倒可能趁机吸纳比特币。有关加密货币们的结构分化，在年初即做出了预告。世界贸易冲突、地区政局不稳等因素，会提升对比特币这种大宗商品的需求。但没有成本的、没有落地应用的token们以及公链们只会越来越弱。如图2xrp经过5天的挣扎，还是跌到了支撑线以下，它将长期走阴跌、拉高、再阴跌的套路。,0.999999961,0.999883051,0.999941506
05月06日09:58,"柳玉冬"" ",微博普通,好气啊，trump一个Twitter股市就大跌​,0.959949128,0.81516428,0.887556704
05月06日09:57,陌路人的y,微博普通,我们爬取了trump8年572条有关中国的Twitter，还和股市做了对比，还原真实川建国O我们爬取了trump8年572条有关中国的Twitter，还和股市做了对比，还原真实川建国​,0.818894486,0.999999546,0.909447016
05月06日09:56,威海519,微博个人,手里有我那三个票的，不用慌今早trump一个Twitter，给五月来了个开门黑，上方出现了缺口，反弹目标位调整为3100​,0.011479272,0.271957707,0.141718489
05月06日09:56,小雨dom,微博普通,trump发个Twitter股市就要抖三抖A50指数也大幅跳水​,0.902722052,0.030125207,0.466423629
05月06日09:54,萌萌Dou,微博会员,trump深夜Twitter，股市大跌3.77%，跟trump这种疯子谈什么谈啊，谈成签了协议不也给你撕了，小特撕的协议还少吗？伊核协议，巴黎公约，中导条约，这种都给你撕了，贸易协定算个啥，这人真的没有信誉感，跟trump谈还不如跟trump他妈妈谈。2庆阳​,5.67E-05,0.004297651,0.002177178
05月06日09:53,苏叶子谈心,微博个人,原来trumpTwitter上恐吓了一下，就全部被吓傻了吗？这么脆弱​,0.349842128,0.818604324,0.584223226
05月06日09:53,"A股凯生""",微博会员,trumpTwitter的杀伤力​,0.809068384,0.447678459,0.628373421
05月06日09:53,"黄胜友"" ",微博个人,美国“通俄门案”报告虽然于上月出炉，美国司法部公布的删减版的报告，指出没有任何证据显示美国总统trump（DonaldTrump）勾结俄罗斯人，却仍然余波荡样，美国联邦众议院近日要求特别检察官穆勒（RobertMueller），15日前往国会作证，但trump随即在Twitter施压表示“穆勒不应该去作证”，再掀波澜。@黄胜友发布了头条文章：《美众议院15日举行“通俄门”案听证会trump施压：穆勒不应出席作证》胜友看国际trump通俄门O美众议院15日举行“通俄门”案听证会trump施压：穆勒不应出席作证,0.999999999,0.999750072,0.999875036
05月06日09:52,瓜分比特币,微博会员,trumpTwitter治国……股市币市都有影响……注意风险​,0.961149644,0.844937127,0.903043386
05月06日09:52,何欣719,微博普通,周五美股收盘前做的交易纯粹利用模型做的策略驱动交易周末晚上看到trumpTwitter都有点佩服自己美股深度调整这次重点不在调整在深度​​​,0.993605641,0.765642667,0.879624154
05月06日09:51,大帅-看盘,微博普通,trump的Twitter有点凶，趋势支撑位有点遭到破坏的迹象，大家注意整体3成仓，搏反弹，不要重仓。​,0.886187415,0.00911806,0.447652738
05月06日09:50,yigef,微博会员,trump告诉你，我一个Twitter，你们大盘就要崩。。你花掉的钱才真正属于你，没花掉的钱随时都会灰飞烟灭溜了溜了。。玩不起玩不起。。​,0.999706689,0.004190488,0.501948589
05月06日09:49,天边一条狼,微博会员,说是贸易谈判僵持继续（no撤回，我眼瞎），trump周日Twitter说加税确定了？通俄门调查完结，trump可以专心打贸易战？美股股指期货跳水，避险资产大涨-观察者网，分享给你，一起看吧！美股股指期货跳水，避险资产大涨-观察者网O美股股指期货跳水，避险资产大涨​,0.999967969,0.013367993,0.506667981
05月06日09:48,Slyvi,微博普通,trump今天用Twitter教育了我们：花掉的钱才是你的钱，没花掉的随时灰飞烟灭​​​,0.939058583,0.020579582,0.479819082
05月06日09:48,"雪球"" s",微博官方,特没谱总捅半夜宣布对中国3250亿商品加税，其中包括500亿高科技产品，周五执行，从10%加到25%，因为他嫌弃贸易谈判太慢了……这是继续压榨，逼迫中国让步，故伎重演但很有效，最后都是中国让步，美国完全达成所愿，感觉这不像是谈判，这特么是敲诈啊！特没谱总捅，这个糟老头子坏滴很，赶在谈判结束之前继续威胁，追求美国利益最大化，持股过节的，都被套了吧？你跑了没？预计未来十个月内，都会很惨淡，理由在特没谱总统的Twitter上找啊！别问我。trump中美贸易谈判股市利空黄金暴涨暴跌中美经贸,0.999999991,0.000352172,0.500176082
05月06日09:47,"安步网络""",微博官方,股市trump才是真●灭霸啊，一条Twitter万亿市值灰飞烟灭。​,0.962955126,0.321011456,0.641983291
05月06日09:47,清风未远w,微博普通,中国股市和监管层真是弱爆了，竟然不敌trump一篇Twitter。还在网上禁这禁那，有啥怕的呢？对于贸易战，要敢于正面面对，现在这样算咋回事呢？当缩头乌龟吗？​,0.999130909,0.715012888,0.857071899
05月06日09:46,"心如我意""",微博会员,卧槽，什么鬼？一开盘就跌4个点左右，恐慌砸盘了？是一步到位还是开启一轮下跌？会有神秘资金护盘吗？五月开门黑，千古股跌停是多久之前的事了？问了下别人是2015的事了。今天创2019年开始到今天单日最大跌幅，就因为trump的一条Twitter？局外人看戏，局内人可就惨了，我是看戏的​,0.000310816,0.442932506,0.221621661
05月06日09:46,南派区块链,微博会员,行情走成这样也是服了，看这K线，除非能够放量上涨，否则一直背离下去，一场大回调在所难免了，我就安安静静的做个美男子，捧着瓜等​,0.854162797,0.772381108,0.813271953
05月06日09:46,南派区块链,微博会员,trump的Twitter有点凶，趋势支撑位有点遭到破坏的迹象，大家注意整体3成仓，搏反弹，不要重仓。​,0.886187415,0.00911806,0.447652738
05月06日09:45,·大帅观盘,微博普通,"就发个trumpTwitter截图就挂我图？我又没表什么舔狗态度，贸易战不就那么回事么,百度都能查到..微博内容审核员真逗。​",0.994502349,0.001392706,0.497947528
05月06日09:45,ROCKY,微博会员,Twitter不考虑把trump的号注销了吗？​,0.892759309,0.169588658,0.531173984
05月06日09:45,Y1min,微博达人,trump真厉害，Twitter治国Twitter外交名副其实​,0.500498603,0.396648705,0.448573654
05月06日09:44,"去疼片A""",微博达人,trump今天用Twitter教育了我们：花掉的钱才是你的钱，没花掉的随时灰飞烟灭​,0.829174824,0.020579582,0.424877203
05月06日09:43,李雪爱与自,微博个人,最强操盘手trump，一条Twitter干倒全球。​,0.999032683,0.50499167,0.752012177
05月06日09:43,股市怪客-,微博普通,trump的一条Twitter我五个点么得了……我日​,0.994453793,0.686224346,0.84033907
05月06日09:42,禾几页禾几,微博普通,trumpTwitter治国操控全球资本市场咋还不封号呀💣💣💣​,0.999973327,0.978223516,0.989098422
05月06日09:42,Maste,微博普通,最强操盘手trump，一条Twitter干倒全球。​,0.999032683,0.50499167,0.752012177
05月06日09:42,大道易简分,微博个人,trump一条Twitter，中国股市就崩了2扬州​,0.991109908,0.782509074,0.886809491
05月06日09:41,孙震宇Za,微博个人,trump可以Twitter治国了​,0.883041741,0.421874598,0.652458169
05月06日09:41,Mrs_f,微博会员,什么年代了，还搞信息封锁，连trump的一条Twitter都不敢在国内公开。。。​,0.020109358,0.28331071,0.151710034
05月06日09:41,"唔之领域""",微博普通,trump的Twitter有点凶，趋势支撑位有点遭到破坏的迹象，大家注意整体3成仓，搏反弹，不要重仓。​,0.886187415,0.00911806,0.447652738
05月06日09:41,"大帅股道""",微博个人,讹诈来了。不过，今年与去年不同，只要中国继续坚持改革开放的政策，有理有节的回应，没什么大不了的，天塌不下来。​,0.82120178,0.984880601,0.903041191
05月06日09:40,恋恋-尘风,微博普通,trump一个Twitter让股指期货暴跌，闻风丧胆啊！19年我看好中国A股，跌就跌吧，无所谓，别人恐惧我进场。​,0.081274328,0.351124056,0.216199192
05月06日09:39,"但斌"" s",微博个人,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力​,0.971159617,0.492736409,0.731948013
05月06日09:39,"萧班主"" ",微博个人,⚠今日低开原因：trumpTwitter传闻，贸易战波澜再起，全球市场开盘避险资产跳涨，人民币贬值突破6.75，目前该消息并未有官方证明，市场有反应过度嫌疑。不要道听途说，关注市场犯错的机会。策略上建仓信披违规利空股，关注贸易战受益的农业芯片，配置改革+主题，3000点附近就是空头陷阱。​,1,0.999999844,0.999999922
05月06日09:38,股票量化研,微博普通,"trump的一条Twitter引发的低开血案，贸易战开始了,​",0.873746694,0.756221941,0.814984318
05月06日09:37,潜伏者-周,微博会员,trump这一个TwitterA股损失了多少万亿啊，​,0.003268003,0.053510186,0.028389094
05月06日09:37,"股浪寻舟""",微博个人,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。今日看盘新浪财经红阳能源sh600758[股票]​​​,0.992587083,0.062611301,0.527599192
05月06日09:37,雪山易飞牛,微博个人,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。今日看盘新浪财经红阳能源sh600758[股票]​​​,0.992587083,0.062611301,0.527599192
05月06日09:37,"灯下思股""",微博个人,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。今日看盘新浪财经红阳能源sh600758[股票]​​​,0.992587083,0.062611301,0.527599192
05月06日09:36,"转微博号""",微博普通,美股创新高恒指站上30000点A股节后能否再大涨？五一期间，全世界的新闻头条可能都被三个老头儿霸占了，他们分别是：巴菲特、芒格和trump！一年一度的伯克希尔股东近日召开。会上，伯克希尔公布了一季报。另据媒体报道，巴菲特和芒格两位老人一起回答了50个投资者的提问，全世界虔诚的投资人皆洗耳聆听。而在此前，美国公布了最近的经济数据，其失业率创50年新低，一季度GDP增速从2.2%上升至3.2%。trump更是在Twitter上说，最好的还没有到来。受各种利好提振，国内长假期间，全球权益类资产展现韧性。美国“VIX波动率”指数处于半年新低，达12.87，显示避险情绪已经降至半年低位，纳斯达克、标普500皆在美国经济数据公布之后大涨。恒生指数、台湾股市表现强劲，即使在外围调整的时候，两大股市依然表现抢眼，期间涨幅分别为1.29%、1.17%。,0.99998309,1,0.999991545
05月06日09:34,Bridg,微博普通,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。今日看盘新浪财经红阳能源sh600758[股票]​​​,0.992587083,0.062611301,0.527599192
05月06日09:33,"策略冯生""",微博个人,trump今天早上发的Twitter可能让贸易战出现反复，注意安全股票期货与外汇黄金外汇反击贸易战​,0.999518706,0.373468758,0.686493732
05月06日09:33,老陈_说股,微博个人,到现在trumpTwitter已经超6小时中国还没有回应上证指数sh000001​,0.997240524,0.792100507,0.894670515
05月06日09:33,匪兕肥虎目,微博会员,//@付亮的竞争情报应用:你没有加工权//@我是二姐夫:我转点WSJ或NYT的消息，分分钟被限流。自信都长在嘴上//付亮:我们现在的传播困境是，我们能看到trump在Twitter上的“报道”，但看不到我国政府的全面态度，看到的大部分也是参考消息和环球等转回来的经过多重过滤的二手甚至三手消息。,0.997052206,0.137734566,0.567393386
05月06日09:32,付亮的竞争,微博个人,trumpTwitter警告，tg不出席洽谈，软妹币汇率先跌为敬，接着美股期指，然后btc等加密资产，话说大家对btc的防风险还没有形成广泛共识啊，空做起来。​,0.999910117,0.961296727,0.980603422
05月06日09:32,"区块宝宝""",微博普通,trump老是选DOWJ收盘后发Twitter不羞愧么这个熟悉的味道上次是去年国庆假期复工之后蛤蛤蛤哈哈有这种能力怎么还没成世界首富​,0.999995434,0.972535722,0.986265578
05月06日09:30,我那长满皱,微博普通,我还在想大盘要怎么去箱体底部，原来trump一个Twitter就直接到了。。。看后市去2800附近，有反抽都是跑路机会。。。​,0.973990222,0.168523799,0.57125701
05月06日09:30,轩阳论市-,微博个人,"上证指数市场是确确实实受到了trumpTwitter的冲击和影响,并非小道消息，小道消息没有这么大的杀伤力!还好轩阳节前就提示大家空仓关注了，回避了这次的风险，节后我们会把握机会大胆干！​",0.999960051,0.99322003,0.99659004
05月06日09:30,世界的森林,微博普通,除了自身原因，trump一个Twitter，大陆股市下跌上万亿，如今还用导弹战争吗？​,0.926815264,0.997978599,0.962396932
05月06日09:29,"狗昂啊塞""",微博普通,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力​,0.971159617,0.492736409,0.731948013
05月06日09:29,抗割的老韭,微博个人,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力​,0.971159617,0.492736409,0.731948013
05月06日09:29,"李鉬白"" ",微博个人,早盘建议大家多看少动。trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何！​,0.725955564,0.010089828,0.368022696
05月06日09:28,老怪中国b,微博个人,trump一个Twitter，把大盘直接低开砸破3000点，调整市场真的不是好玩的，下砸就会有反弹，但反弹仍会是减仓，系统性风险，无解。上证指数sh000001今日看盘​,0.999979901,0.003647895,0.501813898
05月06日09:27,"鉴股财女""",微博个人,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力​,0.971159617,0.492736409,0.731948013
05月06日09:27,快乐投资人,微博个人,不让说就不存在吗？A50期指暴跌4%了，大幅低开难免了​,0.013278112,0.03250858,0.022893346
05月06日09:27,"天津股侠""",微博个人,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力​,0.971159617,0.492736409,0.731948013
05月06日09:27,股市常青藤,微博会员,trumpTwitter杀伤力真TM大，我们得反击啊！​,0.752502538,0.672309869,0.712406203
05月06日09:27,数据化管理,微博个人,trump，一个靠发Twitter就能操纵中国股市的人​,0.874553741,0.954784159,0.91466895
05月06日09:27,田小田mo,微博达人,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力​,0.971159617,0.492736409,0.731948013
05月06日09:27,"股盗勤酬""",微博个人,trump太牛了，一个Twitter，多少财富没了。​,0.770802524,0.483221517,0.627012021
05月06日09:27,最爱笑32,微博普通,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力上证指数sh000001​,0.994777152,0.579447136,0.787112144
05月06日09:26,A趋势-定,微博个人,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。​,0.725955564,0.010089828,0.368022696
05月06日09:26,一壶老酒h,微博会员,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力。今日看盘微博时评团上证指数sh000001​,0.999707693,0.879384067,0.93954588
05月06日09:26,我不叫李白,微博会员,市场是确确实实受到了trumpTwitter的冲击和影响！并非小道消息，小道消息没有这么大的杀伤力​,0.971159617,0.492736409,0.731948013
05月06日09:26,阿牛-选股,微博普通,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。​,0.725955564,0.010089828,0.368022696
05月06日09:26,付亮的竞争,微博个人,你没有加工权//@我是二姐夫:我转点WSJ或NYT的消息，分分钟被限流。自信都长在嘴上//付亮:我们现在的传播困境是，我们能看到trump在Twitter上的“报道”，但看不到我国政府的全面态度，看到的大部分也是参考消息和环球等转回来的经过多重过滤的二手甚至三手消息。,0.995836714,0.068317876,0.532077295
05月06日09:25,付亮的竞争,微博个人,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。​,0.725955564,0.010089828,0.368022696
05月06日09:24,"论金谈股""",微博会员,关于trump的Twitter已经被新浪屏蔽了，A50低开3.8%，离岸人民币跌破6.8关口​,0.99824856,0.139469843,0.568859201
05月06日09:24,"倩男游魂""",微博个人,"周日trumpTwitter发文,认为现阶段中国对美国的商品不够友好,美国将进一步扩大征税。全球市场开门直接杀跌,亚市早盘,美股期货和油价大跌,现货黄金、日元等避险资产跳涨,人民币汇率贬值至6.82上方。预计对国内A股造成一定的冲击。但就目前市场的表​",0.999963778,0.089198582,0.54458118
05月06日09:24,龙头股侠-,微博普通,trump的Twitter信息属于突发消息，A50和标普指数期货今天开盘都跌了不少，今天A股低开是躲不过了，看看今天A股对这次利空的反应如何，早盘建议大家多看少动。今日看盘新浪财经红阳能源sh600758[股票]​,0.976840452,0.062611301,0.519725876
05月06日09:22,"大智擒牛""",微博个人,消息面影响：trumpTwitter宣布，因为谈判进展太慢，决定加征2000亿美金商品的关shui，这周五就从10%加到25%，之后还考虑对3250亿美金的也加shui。说好的高开反弹就这样了！大盘，5月份预判是先反弹后继续探底，反弹的高度也不能期望太高，所以建议大家自己控制好仓位，做好每一波行情​,0.954574956,0.00710621,0.480840583
05月06日09:21,热点短线牛,微博会员,//@念父:200亿对冲trumpTwitter？中国央行公开市场今日将进行200亿元人民币7天期逆回购操作，今日无逆回购到期。,0.999916271,0.987461699,0.993688985
05月06日09:18,Robin,微博达人,消息面：trump发Twitter，中美贸易磋商再度进入极大不确定性状态！超短线研判：市场连续杀跌6日，节前最后一个交易日反弹，但由于大跌的个股很多，板块没有凝聚性热点，各项技术指标都未修复完毕，只能定义为超跌反弹！还需要时间来修复杀跌动能，加之trump再这么一搞，很多避险资金目前还会处于观望状态，静待消息确定！今日看盘微博时评团上证指数sh000001,1,0.999791974,0.999895987
05月06日09:17,股市财富张,微博个人,trump一条Twitter，A50和离岸人民币汇率暴跌，今天怕是低开吃面​,0.998630712,0.259278202,0.628954457
05月06日09:16,浪孑股侠·,微博会员,假期规律或不确定性还是没变，趁我们放假他们涨，等我们开市它来跌；每次贸易谈判trump都要玩花样，不是派军舰秀肌肉就是玩Twitter，早已经习惯了！隔夜川普发Twitter，宣布贸易谈判太慢，决定加征2000亿关税，道琼斯期货指数下跌已超500点，今天A股定难独善其身！此外，美国还联合几十个马仔国家再次组成联盟，抵制Huawei，拒绝5g；第一轮封锁，Huawei成功化解，现在又来了第二轮，其实很多国家都是有自己的小算盘，当今世界跟美国还是中国做生意有钱赚，只要智商正常恐怕都能看出来。跟着美国起哄的国家无非是迫于淫威，或者想以此为筹码压低报价而已，真的杜绝5g不可能做到，相信什么幺蛾子都阻止不了Huawei的崛起！,0.999998901,1,0.99999945
05月06日09:16,理性的牛油,微博个人,实名举报trumpTwitter嘴炮做空全球股市、比特币、汇率、原油等。。。​,0.796093362,0.694098895,0.745096128
05月06日09:14,股海北斗2,微博个人,美国总统trump昨夜Twitter指出，将于本周五将对2000亿美元中国出口至美国的加税税率自10%提高到25%，余下的3250亿美元加征25%也将很快推出。受此影响，离岸人民币汇率大幅贬值至6.8附近。之前市场预期的中美贸易谈判二季度达成协议的可能性降低，人民币汇率面临贬值压力。A50指数跌幅扩大至4%！​,1,0.999943524,0.999971762
05月06日09:14,hejs2,微博普通,新浪理财师trump的Twitter，让五月开门红几乎成了泡影，做好防御吧​,0.984163864,0.89116353,0.937663697
05月06日09:13,"姚柯文"" ",微博个人,分析技术面：大盘：日K线节前收出下跌中继小阳线；量能极度萎缩，说明抛压不重，超跌反弹量能是可以不暴量的；目前短期均线系统压制明显，连最基本的5日线都站不上，只能定义为弱反弹！短期阶段趋势空头走法还未改变，不过波段震荡反弹大趋势暂时良好；创业板的分时基本跟大盘的一致，日线级别上收小K线，暂时还是双头下跌中继，受压于短期均线系统，量能萎缩，跟大盘一样，只能定义为超跌反弹，不能定义为反转！消息面：trump发Twitter，中美贸易磋商再度进入极大不确定性状态！超短线研判：市场连续杀跌6日，节前最后一个交易日反弹，但由于大跌的个股很多，板块没有凝聚性热点，各项技术指标都未修复完毕，只能定义为超跌反弹！还需要时间来修复杀跌动能，加之trump再这么一搞，很多避险资金目前还会处于观望状态，静待消息确定！策略：短线新仓方面不到3007-3017附近的稳健买点，暂时就等待，多看少动，除非市场暴量大阳线突破修复近期杀跌完毕！波段来说，此次调整是2019年的第二次绝佳布局买点，我会借着此次调整分批布局！股友们，没必要过分恐慌，任何利好或利空总有兑现一日，且中美贸易磋商时间窗口就在本周，耐心等确定的消息出炉后做稳健的操作即可，我会给大家实时提示！此次市场借着利空调整，等调整完毕，机会大于风险，打起精神来！,1,0.999999888,0.999999944
05月06日09:11,"捉妖一姐""",微博普通,分析技术面：大盘：日K线节前收出下跌中继小阳线；量能极度萎缩，说明抛压不重，超跌反弹量能是可以不暴量的；目前短期均线系统压制明显，连最基本的5日线都站不上，只能定义为弱反弹！短期阶段趋势空头走法还未改变，不过波段震荡反弹大趋势暂时良好；创业板的分时基本跟大盘的一致，日线级别上收小K线，暂时还是双头下跌中继，受压于短期均线系统，量能萎缩，跟大盘一样，只能定义为超跌反弹，不能定义为反转！消息面：trump发Twitter，中美贸易磋商再度进入极大不确定性状态！超短线研判：市场连续杀跌6日，节前最后一个交易日反弹，但由于大跌的个股很多，板块没有凝聚性热点，各项技术指标都未修复完毕，只能定义为超跌反弹！还需要时间来修复杀跌动能，加之trump再这么一搞，很多避险资金目前还会处于观望状态，静待消息确定！策略：短线新仓方面不到3007-3017附近的稳健买点，暂时就等待，多看少动，除非市场暴量大阳线突破修复近期杀跌完毕！波段来说，此次调整是2019年的第二次绝佳布局买点，我会借着此次调整分批布局！股友们，没必要过分恐慌，任何利好或利空总有兑现一日，且中美贸易磋商时间窗口就在本周，耐心等确定的消息出炉后做稳健的操作即可，我会给大家实时提示！此次市场借着利空调整，等调整完毕，机会大于风险，打起精神来！,1,0.999999888,0.999999944
05月06日09:09,"夺情一箭""",微博个人,真羡慕trump，一条Twitter吓趴下全世界。​,0.957886203,0.95834319,0.958114697
05月06日09:08,西湖龙骑士,微博会员,早盘重大新闻离岸人民币兑美元短线走低，跌破6.8关口。美股大跌全球避险资产大涨上交所：进一步落实退市制度加快重大违法违规公司僵尸企业壳公司等劣质企业的出清上交所：坚持对概念炒作从严监管引导市场关注并聚焦于专注主业的公司上交所：支持优质公司利用资本市场做大做强促进劣质企业出清和市场净化trump在北京时间凌晨，突然在Twitter上称要对2000亿元美元的中国商品加税至25%（原执行是10%），并将对另外3200亿美元的商品加税。这种消息显然对股市的打击是相当大的。眼见两国贸易协谈判进入冲刺阶段，特郎普突然掀桌子，露出其讹诈性格，以胜负手逼迫中国接受美国的所有条件。后续就看能否峰回路转！财联社5月6日讯，富时中国A50指数期货跌幅扩大至4.15%。,0.999999999,0.99999999,0.999999995
05月06日09:08,connu,微博普通,反复无常是trump在《交易的艺术》一书几大法宝中的一条，trump早已将此战术运用的66的，而我们大多数忠厚的国人，显然对此不适应，一看到特老头又发Twitter吓唬，就要自乱阵脚。​,0.987274224,0.624189006,0.805731615
05月06日09:07,"微天下"" ",微博官方,trump：美国百分之百支持Israel自卫权Twitter治国trump刚tweets称：“Israel再次面临恐怖组织哈马斯和伊斯兰圣战组织发动的致命恐怖袭击。我们100%支持Israel面临加沙袭击时捍卫自己公民的权利。这些针对Israel的恐怖主义行为只能给你们带来更多痛苦。结束暴力并努力实现和平吧——会实现的！”​,0.982392116,0.999900709,0.991146413
05月06日09:06,热点--资,微博会员,随着业绩披露的结束，业绩报对市场的冲击将告一段落，市场面临动能转换。关注三条线：一是前期滞涨但是基本面向好的银行、保险等防御性板块；二是高景气延续的养殖、食品饮料板块，以及家电、汽车等景气反转的板块；三是受益创新和改革红利的主题板块。另外有trump的Twitter治国变幻莫测，建议要控制好仓位。,0.999999998,0.999999998,0.999999998
05月06日09:04,"岳敬天"" ",微博普通,近期trump任何不利我方的言论要紧发布。他喜欢Twitter治国我们让他哑巴就是个骂街的2无锡​,0.999999816,0.886967368,0.943483592
05月06日09:04,程序人生路,微博个人,trump的Twitter及时性真是无与伦比，估计A股还没有反应过来，尤其是监管者。咱们的金融动脉怎么可能被他们轻轻捏断？,0.027339497,0.929159098,0.478249297
05月06日16:58,wscnz,微博个人,我在4月11日收评4月15日收评4月17日温馨提示，多次提到沪指缺乏资金到3288时候小心沪指开始直线盘整后开始形成单边下跌，到今天5月6日目前看100%符合，前面直线时候每次下跌就V字拉回继续直线盘整让大家放松警惕，现在就彻底直接单边下跌不拉回，沪指今天跌倒2876点，很多人说跟美帝trump的Twitter说继续加征中国关税有关联，我只能说做空的力量应该是国内，跟美帝无关，只是利用了这个机会而已，这就是忽视科学的代价。,0.999999971,0.004348478,0.502174225
05月06日16:57,"直新闻"" ",微博官方,直新闻朝鲜发射一枚短程导弹trump发Twitter：相信KimJong-un会信守承诺在朝鲜发射“短程飞行物”13个小时后，美国总统trump在社交平台上回应称，坚信朝鲜领导人KimJong-un不会违背对我的和平承诺，他说：“在这个有趣的世界里，任何事情都可能发生，但是我相信KimJong-un完全意识到朝鲜的巨大经济潜力，他不会做任何干涉或结束这些的行动”。文末，trump还加上短短一句：“协议会达成的”，意味深长。让外界猜测，第三次“金特会”是否为时不远。详情戳视频↓,0.999992011,0.999999964,0.999995987
05月06日16:57,"一苇以航""",微博普通,中国官媒《环球时报》总编辑胡锡进今早在Twitter发文，以英语批评trump“威胁中国但似乎不明白关税如何运作”。他写：“中国早就做好了最坏的打算。我们不买这一招。”​,0.115529672,0.001741695,0.058635683
05月06日16:57,缠论看市-,微博普通,你想不到破3000是以什么形式破的，受贸易战影响，今天暴力下跌连破3000，2900关口，30分钟已经明眼看出不背离，后期30分钟出现笔反弹，也会是出三卖，至于三卖新低不新低，当下判断。这里要是谱着抄底不算明智，因为大结构没走完下跌，小结构抢反弹的话就看个人选股了，业绩大幅向好是最大标准。我个人是2828是底线，破了的话，我倾向于日线进去构筑笔中枢，再涨疯起来难度就大了，容易陷入日线震荡，不破就还有机会直接上。trumpTwitter发飙了，咱们自己也得表态吧。,0.018576549,0.995195352,0.506885951
05月06日16:56,ZSXHG,微博普通,千股跌停trump一条Twitter竟然把我一小屁💨民都炸伤了。美帝🐮🍻​,0.113811166,0.420072468,0.266941817
05月06日16:54,卡西莫多没,微博普通,trump（灭霸）发（打）了个Twitter（响指），灭掉一半的中国股民。风险里蕴含着机会，目测接下来要走一波反弹。2郑州·东方陆港​,0.999539768,0.176978455,0.588259111
05月06日16:54,咖喱鸡腿1,微博普通,trump是要抄底中国股票吗？在这个时间写Twitter。中国股民要不抵制一下美国产品，也让美股波动一下？​,0.995919165,0.993859831,0.994889498
